code,course,HEI,R1 Points 2021,R2 Points 2021,EOS Points 2021,R1 Points 2020,R2 Points 2020,EOS Points 2020,R1 Points 2019
DL821,"English, Media and Cultural Studies","Dun Laoghaire Institute of Art, Design and Technology",,,,212.0,212.0,212.0,211.0
DL828,"3D Design, Modelmaking and Digital Art","Dun Laoghaire Institute of Art, Design and Technology",,,,506.0,,538.0,691.0
DL829,Design for Stage and Screen (Costume Design),"Dun Laoghaire Institute of Art, Design and Technology",,,,593.0,,593.0,817.0
DL830,Design for Stage and Screen (Character Makeup Design),"Dun Laoghaire Institute of Art, Design and Technology",,,,939.0,,939.0,879.0
DL831,Design for Stage and Screen (Production Design),"Dun Laoghaire Institute of Art, Design and Technology",,,,781.0,,781.0,893.0
DL834,Film and Television Production,"Dun Laoghaire Institute of Art, Design and Technology",,,,990.0,,990.0,933.0
DN252,Dairy Business,University College Dublin (NUI),,,,410.0,,410.0,398.0
DN253,Agri - Environmental Sciences,University College Dublin (NUI),,,,418.0,,413.0,403.0
DN271,Forestry,University College Dublin (NUI),,,,311.0,,311.0,303.0
DN272,"Horticulture, Landscape and Sportsturf Management",University College Dublin (NUI),,,,297.0,282.0,282.0,252.0
DS602,Computing and Multimedia (Level 6 - Higher Certificate),Dorset College,,,,,,198.0,
DS603,Computing and Multimedia (Level 6 - Certificate),Dorset College,,,,,,423.0,
DS701,Business,Dorset College,,,,,,299.0,
DS702,Computing and Multimedia (Level 7),Dorset College,,,,,,290.0,
GA160,Business,Galway-Mayo Institute of Technology,,,,163.0,163.0,163.0,
GA170,Business,Galway-Mayo Institute of Technology,,,,250.0,,250.0,
GA171,Business Information Systems,Galway-Mayo Institute of Technology,,,,250.0,,250.0,
GA172,Rural Enterprise and Agri-Business,Galway-Mayo Institute of Technology,,,,277.0,,277.0,
GA174,Marketing and Sales,Galway-Mayo Institute of Technology,,,,281.0,,282.0,
GA175,Finance,Galway-Mayo Institute of Technology,,,,278.0,,278.0,
GA176,Business with Entrepreneurship,Galway-Mayo Institute of Technology,,,,278.0,,278.0,
GA272,Heritage Studies,Galway-Mayo Institute of Technology,,,,188.0,188.0,188.0,
GA273,Contemporary Art,Galway-Mayo Institute of Technology,,,,702.0,,702.0,
GA274,Design,Galway-Mayo Institute of Technology,,,,251.0,,251.0,
GA360,Business in Tourism,Galway-Mayo Institute of Technology,,,,172.0,172.0,172.0,
GA361,Culinary Arts,Galway-Mayo Institute of Technology,,,,193.0,,193.0,
GA362,Hotel and Hospitality Operations,Galway-Mayo Institute of Technology,,,,240.0,228.0,228.0,
GA364,Heritage Studies,Galway-Mayo Institute of Technology,,,,252.0,252.0,252.0,
GA370,Hotel and Catering Management,Galway-Mayo Institute of Technology,,,,198.0,,198.0,
GA376,Event Management with Public Relations,Galway-Mayo Institute of Technology,,,,206.0,187.0,187.0,
GA377,International Tourism Management,Galway-Mayo Institute of Technology,,,,172.0,,172.0,
GA378,Culinary and Gastronomic Science,Galway-Mayo Institute of Technology,,,,219.0,,219.0,
GA470,Construction Management,Galway-Mayo Institute of Technology,,,,244.0,243.0,243.0,
GA471,Quantity Surveying and Construction Economics,Galway-Mayo Institute of Technology,,,,200.0,,200.0,
GA472,Architectural Technology,Galway-Mayo Institute of Technology,,,,226.0,,226.0,
GA473,Civil Engineering,Galway-Mayo Institute of Technology,,,,241.0,,241.0,
GA570,Software and Electronic Engineering,Galway-Mayo Institute of Technology,,,,224.0,,224.0,
GA670,Mechanical Engineering,Galway-Mayo Institute of Technology,,,,265.0,,265.0,
GA673,Energy Engineering,Galway-Mayo Institute of Technology,,,,260.0,,260.0,
GA674,Biomedical Engineering,Galway-Mayo Institute of Technology,,,,298.0,,298.0,
GA675,Agricultural Engineering,Galway-Mayo Institute of Technology,,,,298.0,,298.0,
GA676,Engineering (Common Entry to Manu/Agri/Biomed/Energy/Mech Eng),Galway-Mayo Institute of Technology,,,,290.0,,290.0,
GA677,Manufacturing Engineering Design,Galway-Mayo Institute of Technology,,,,235.0,,235.0,
GA770,Applied Freshwater and Marine Biology,Galway-Mayo Institute of Technology,,,,280.0,,280.0,
GA771,Applied Biology and Biopharmaceutical Science,Galway-Mayo Institute of Technology,,,,280.0,,280.0,
GA772,Chemical and Pharmaceutical Science,Galway-Mayo Institute of Technology,,,,280.0,,280.0,
GA773,Physics and Instrumentation,Galway-Mayo Institute of Technology,,,,299.0,,299.0,
GA774,Science (Undenominated),Galway-Mayo Institute of Technology,,,,289.0,,289.0,
GA775,Computing in Software Development,Galway-Mayo Institute of Technology,,,,260.0,,260.0,
GA776,Computing and Digital Media,Galway-Mayo Institute of Technology,,,,241.0,,241.0,
GA777,Agriculture and Environmental Management,Galway-Mayo Institute of Technology,,,,281.0,,281.0,
GA862,History & Geography,Galway-Mayo Institute of Technology,,,,178.0,,178.0,
GA864,Early Childhood Education and Care,Galway-Mayo Institute of Technology,,,,214.0,204.0,204.0,
GA870,Outdoor Education and Leisure,Galway-Mayo Institute of Technology,,,,182.0,171.0,171.0,
GA871,Early Childhood Education and Care,Galway-Mayo Institute of Technology,,,,190.0,,190.0,
GA872,Culture and Environment,Galway-Mayo Institute of Technology,,,,196.0,,196.0,
GA879,Applied Social Care,Galway-Mayo Institute of Technology,,,,244.0,,244.0,
GA974,"Furniture Design, Making and Technology - Common Entry",Galway-Mayo Institute of Technology,,,,214.0,,214.0,
GB001,Business,Galway Business School,,,,,,115.0,
GC305,International Hospitality Management,Griffith College,,,,253.0,253.0,253.0,327.0
GC306,International Hospitality Management,Griffith College,,,,253.0,253.0,253.0,
GC335,Computing,Griffith College,,,,217.0,195.0,195.0,
GC410,Marketing,Griffith College,,,,145.0,,145.0,
GC411,Business,Griffith College,,,,135.0,135.0,135.0,
GC435,Computing,Griffith College,,,,,,96.0,
GC460,Music Production for Games (portfolio),Griffith College,,,,,,,
GC465,Communications,Griffith College,,,,,,,
GC466,Film and TV Production,Griffith College,,,,,,,
GC470,Photographic Media,Griffith College,,,,169.0,169.0,169.0,
GC475,Photography,Griffith College,,,,150.0,150.0,150.0,
GC490,Interior Design,Griffith College,,,,117.0,117.0,117.0,
GC495,Fashion,Griffith College,,,,129.0,129.0,129.0,
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),"National University of Ireland, Galway",,,,409.0,,409.0,330.0
GY112,Arts with Film Studies,"National University of Ireland, Galway",,,,321.0,,321.0,338.0
GY120,"Arts (Child, Youth and Family: Policy and Practice)","National University of Ireland, Galway",,,,350.0,,350.0,309.0
GY121,Arts (Children`s Studies),"National University of Ireland, Galway",,,,356.0,,356.0,356.0
GY124,Arts (Arts with Data Science),"National University of Ireland, Galway",,,,454.0,,454.0,434.0
GY126,Arts (English and Media Studies),"National University of Ireland, Galway",,,,391.0,,391.0,418.0
GY131,Arts (History and Globalisation Studies),"National University of Ireland, Galway",,,,360.0,,360.0,340.0
LC221,Accounting and Finance,Limerick Institute of Technology,,,,241.0,,251.0,
LC222,Marketing and Management,Limerick Institute of Technology,,,,270.0,,270.0,
LC228,Sports Development and Coaching,Limerick Institute of Technology,,,,205.0,,205.0,
LC230,Business with Computing,Limerick Institute of Technology,,,,217.0,,217.0,
LC235,Internet Systems Development,Limerick Institute of Technology,,,,205.0,,205.0,
LC251,Civil Engineering,Limerick Institute of Technology,,,,206.0,,206.0,
LC257,Interior Design,Limerick Institute of Technology,,,,264.0,,264.0,
LC260,Applied Biology,Limerick Institute of Technology,,,,326.0,,326.0,
LC267,Forensic and Pharmaceutical Sciences,Limerick Institute of Technology,,,,329.0,,329.0,
LC268,Medical Technology,Limerick Institute of Technology,,,,289.0,,289.0,
LC270,Music Technology and Production,Limerick Institute of Technology,,,,307.0,,307.0,
LC271,Electrical Engineering,Limerick Institute of Technology,,,,261.0,,261.0,
LC276,Creative Broadcast and Film Production,Limerick Institute of Technology,,,,297.0,,297.0,
LC277,Industrial Automation and Robotic Systems,Limerick Institute of Technology,,,,232.0,,232.0,
LC278,Renewable and Electrical Energy Engineering,Limerick Institute of Technology,,,,280.0,,280.0,
LC279,Electronic Engineering,Limerick Institute of Technology,,,,214.0,,226.0,
LC281,Automobile Technology,Limerick Institute of Technology,,,,208.0,,208.0,
LC283,Precision Engineering,Limerick Institute of Technology,,,,227.0,,233.0,
LC284,"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",Limerick Institute of Technology,,,,200.0,,200.0,
LC285,Mechanical Engineering,Limerick Institute of Technology,,,,272.0,,272.0,
LC286,Road Transport Technology and Management,Limerick Institute of Technology,,,,264.0,,264.0,
LC290,Community Sport Development,Limerick Institute of Technology,,,,188.0,,188.0,
LC336,Computing,Limerick Institute of Technology,,,,207.0,,222.0,
LC398,Culinary Arts,Limerick Institute of Technology,,,,163.0,,163.0,
LC399,Hospitality Supervision,Limerick Institute of Technology,,,,148.0,,148.0,
LC401,Early Childhood Education and Care,Limerick Institute of Technology,,,,297.0,,297.0,298.0
LC414,Data Analytics and Cyber Security,Limerick Institute of Technology,,,,236.0,,236.0,
LC415,Business,Limerick Institute of Technology,,,,197.0,,197.0,
LC423,Sports Strength and Conditioning,Limerick Institute of Technology,,,,157.0,,157.0,
LC425,Environmental Science,Limerick Institute of Technology,,,,278.0,,278.0,
LC428,Environmental Science and Agriculture,Limerick Institute of Technology,,,,278.0,,278.0,
LC432,Early Childhood Education and Care,Limerick Institute of Technology,,,,144.0,,144.0,
LC434,Environmental Science and Agriculture,Limerick Institute of Technology,,,,297.0,,297.0,278.0
LC504,Creative Media and Design,Limerick Institute of Technology,,,,192.0,,192.0,
LC602,Social Care Work,Limerick Institute of Technology,,,,260.0,,260.0,
LC603,Early Childhood Education and Care,Limerick Institute of Technology,,,,147.0,,174.0,
LC605,Business,Limerick Institute of Technology,,,,195.0,,195.0,
LC613,Early Childhood Education and Care,Limerick Institute of Technology,,,,242.0,,242.0,346.0
LM180,Equine Science,University of Limerick,,,,337.0,,328.0,
LY107,Business - Common Entry,Letterkenny Institute of Technology,,,,161.0,161.0,161.0,
LY206,Sports Studies,Letterkenny Institute of Technology,,,,149.0,148.0,148.0,
LY207,Law with Criminal Justice,Letterkenny Institute of Technology,,,,160.0,160.0,160.0,
LY317,Culinary Arts,Letterkenny Institute of Technology,,,,229.0,224.0,224.0,
LY327,Hospitality And Tourism - Common Entry,Letterkenny Institute of Technology,,,,170.0,170.0,170.0,
LY427,Digital Film and Video,Letterkenny Institute of Technology,,,,172.0,170.0,172.0,
LY437,Animation,Letterkenny Institute of Technology,,,,198.0,223.0,198.0,
LY447,Fashion with Promotion,Letterkenny Institute of Technology,,,,266.0,279.0,266.0,
LY457,Graphic and Digital Design,Letterkenny Institute of Technology,,,,179.0,204.0,189.0,
LY507,Quantity Surveying,Letterkenny Institute of Technology,,,,181.0,181.0,181.0,
LY527,Civil Engineering,Letterkenny Institute of Technology,,,,165.0,163.0,163.0,
LY607,Electronic Engineering,Letterkenny Institute of Technology,,,,160.0,,160.0,
LY617,Mechanical Engineering,Letterkenny Institute of Technology,,,,180.0,180.0,180.0,
LY707,Computer Games Development,Letterkenny Institute of Technology,,,,204.0,,204.0,
LY717,Computing,Letterkenny Institute of Technology,,,,164.0,160.0,160.0,
LY737,Computer Security and Digital Forensics,Letterkenny Institute of Technology,,,,169.0,169.0,169.0,
LY806,Pharmacy Technician,Letterkenny Institute of Technology,,,,232.0,,232.0,
LY816,Dental Nursing,Letterkenny Institute of Technology,,,,233.0,223.0,223.0,
LY817,Bioscience,Letterkenny Institute of Technology,,,,248.0,,248.0,
LY826,Health Science with Physiotherapy Studies,Letterkenny Institute of Technology,,,,456.0,401.0,339.0,
LY836,Health Science with Occupational Therapy Studies,Letterkenny Institute of Technology,,,,473.0,408.0,278.0,
LY837,Food Science and Nutrition,Letterkenny Institute of Technology,,,,194.0,194.0,194.0,
LY846,Health Science with Dietetics Studies,Letterkenny Institute of Technology,,,,316.0,316.0,291.0,
LY847,Veterinary Nursing,Letterkenny Institute of Technology,,,,367.0,367.0,367.0,
LY867,Pharmaceutical & Medicinal Science,Letterkenny Institute of Technology,,,,163.0,163.0,163.0,
LY877,Agriculture,Letterkenny Institute of Technology,,,,202.0,181.0,181.0,
LY906,"Early Childhood Care, Health and Education",Letterkenny Institute of Technology,,,,205.0,161.0,161.0,
LY916,Health and Social Care,Letterkenny Institute of Technology,,,,181.0,,181.0,
MH405,Equine Business,Maynooth University,,,,357.0,,357.0,357.0
NC102,Computing,National College of Ireland (NCI),,,,220.0,,220.0,
NC103,Business,National College of Ireland (NCI),,,,250.0,,250.0,
NC104,Business Computing,National College of Ireland (NCI),,,,243.0,,243.0,
NM701,Montessori Education,St Nicholas Montessori College Ireland,,,,187.0,,187.0,
PC402,Arts and Humanities,"Carlow College, St. Patrick`s",,,,200.0,121.0,80.0,
PC404,Applied Social Studies - Professional Social Care,"Carlow College, St. Patrick`s",,,,217.0,197.0,175.0,
SG101,Business,"Institute of Technology, Sligo",,,,160.0,160.0,160.0,
SG102,Computing (Level 6 - General Entry),"Institute of Technology, Sligo",,,,254.0,,254.0,
SG131,Computing - Games Development,"Institute of Technology, Sligo",,,,280.0,,280.0,
SG134,Applied Sport with Business,"Institute of Technology, Sligo",,,,215.0,,215.0,
SG135,Business in Tourism with Event Management,"Institute of Technology, Sligo",,,,187.0,,187.0,
SG136,Computing - Software Development,"Institute of Technology, Sligo",,,,272.0,,272.0,
SG137,Computing (Computer Networks and Cloud Infrastructure),"Institute of Technology, Sligo",,,,324.0,,326.0,
SG138,Computing (Level 7 - General Entry),"Institute of Technology, Sligo",,,,260.0,,260.0,
SG142,Business in International Marketing and Languages (French),"Institute of Technology, Sligo",,,,279.0,,279.0,270.0
SG144,Business in International Marketing and Languages (Spanish),"Institute of Technology, Sligo",,,,270.0,,270.0,280.0
SG231,Fine Art,"Institute of Technology, Sligo",,,,449.0,449.0,449.0,
SG232,Creative Design,"Institute of Technology, Sligo",,,,273.0,,276.0,
SG235,Performing Arts (Theatre Design),"Institute of Technology, Sligo",,,,319.0,,319.0,
SG236,Performing Arts (Acting),"Institute of Technology, Sligo",,,,235.0,,235.0,
SG250,Application Design and User Experience,"Institute of Technology, Sligo",,,,412.0,,412.0,290.0
SG251,Computing (Smart Technologies),"Institute of Technology, Sligo",,,,327.0,,342.0,303.0
SG300,Engineering (General Entry),"Institute of Technology, Sligo",,,,209.0,,209.0,
SG302,Construction Economics,"Institute of Technology, Sligo",,,,184.0,,184.0,
SG308,Applied Construction Technology,"Institute of Technology, Sligo",,,,171.0,,171.0,
SG330,Engineering (General Entry),"Institute of Technology, Sligo",,,,243.0,,243.0,
SG331,Interior Architecture and Design,"Institute of Technology, Sligo",,,,236.0,,236.0,
SG332,Advanced Wood and Sustainable Building Technology,"Institute of Technology, Sligo",,,,208.0,,208.0,
SG333,Mechanical Engineering,"Institute of Technology, Sligo",,,,216.0,,216.0,
SG334,Mechatronic Engineering,"Institute of Technology, Sligo",,,,290.0,,290.0,
SG336,Precision Engineering and Design,"Institute of Technology, Sligo",,,,309.0,,309.0,
SG338,Civil Engineering,"Institute of Technology, Sligo",,,,245.0,,245.0,
SG339,Quantity Surveying,"Institute of Technology, Sligo",,,,195.0,,195.0,
SG401,Science,"Institute of Technology, Sligo",,,,209.0,209.0,209.0,
SG404,Environmental Science with Ecology (Level 6),"Institute of Technology, Sligo",,,,264.0,264.0,358.0,
SG406,Health and Exercise Science,"Institute of Technology, Sligo",,,,367.0,,367.0,
SG431,Pharmaceutical Science with Drug Development,"Institute of Technology, Sligo",,,,269.0,,269.0,
SG433,Occupational Safety and Health,"Institute of Technology, Sligo",,,,223.0,,223.0,
SG434,Human Nutrition,"Institute of Technology, Sligo",,,,280.0,,280.0,
SG435,Health Science and Physiology,"Institute of Technology, Sligo",,,,289.0,,289.0,
SG436,Biomedical Science,"Institute of Technology, Sligo",,,,262.0,,262.0,
SG437,Forensic Investigation and Analysis,"Institute of Technology, Sligo",,,,243.0,,243.0,
SG439,Environmental Science with Ecology (Level 7),"Institute of Technology, Sligo",,,,254.0,,254.0,
SG530,Health and Medical Information Science (Online),"Institute of Technology, Sligo",,,,285.0,285.0,285.0,
SG535,Business Administration,"Institute of Technology, Sligo",,,,228.0,,228.0,
SG536,Business,"Institute of Technology, Sligo",,,,223.0,,223.0,
SG537,Marketing and Sales,"Institute of Technology, Sligo",,,,234.0,,234.0,
TL620,Culinary Arts,"Institute of Technology, Tralee",,,,189.0,189.0,189.0,
TL651,Science (Biological and Environmental Studies),"Institute of Technology, Tralee",,,,223.0,223.0,233.0,
TL652,Pharmacy Technician,"Institute of Technology, Tralee",,,,260.0,,260.0,
TL701,"Animation, Visual Effects and Motion Design (Level 7)","Institute of Technology, Tralee",,,,228.0,,228.0,
TL702,"TV, Radio and New Media (Level 7)","Institute of Technology, Tralee",,,,243.0,,243.0,
TL710,Computing with Software Development,"Institute of Technology, Tralee",,,,232.0,,232.0,
TL711,Computing with Games Development,"Institute of Technology, Tralee",,,,224.0,,224.0,
TL715,Computing (Degree Award options),"Institute of Technology, Tralee",,,,251.0,,251.0,
TL716,Computer Systems and Networking,"Institute of Technology, Tralee",,,,269.0,,269.0,
TL731,Business (Major Specialism in: Acctng or Mktg or Mgmnt),"Institute of Technology, Tralee",,,,219.0,,219.0,
TL743,Agricultural Mechanisation,"Institute of Technology, Tralee",,,,,,,
TL744,Agricultural Engineering,"Institute of Technology, Tralee",,,,243.0,,243.0,
TL745,Civil and Environmental Engineering,"Institute of Technology, Tralee",,,,261.0,261.0,145.0,
TL747,Engineering in Mechanical and Manufacturing Engineering,"Institute of Technology, Tralee",,,,200.0,,200.0,
TL748,Agricultural Science,"Institute of Technology, Tralee",,,,249.0,,249.0,
TL755,Pharmaceutical Science (Degree Award options),"Institute of Technology, Tralee",,,,261.0,,261.0,
TL758,Animal Bioscience,"Institute of Technology, Tralee",,,,251.0,,261.0,
TL771,Health and Leisure (Degree Award Options),"Institute of Technology, Tralee",,,,208.0,,208.0,
TL772,Health and Leisure with Massage,"Institute of Technology, Tralee",,,,218.0,,218.0,
TL773,Coaching and Sports Performance,"Institute of Technology, Tralee",,,,106.0,106.0,106.0,
TL780,Early Childhood Care and Education,"Institute of Technology, Tralee",,,,234.0,,234.0,
TL781,Social Care,"Institute of Technology, Tralee",,,,225.0,,225.0,
TR012,History and Political Science,Trinity College Dublin,,,,555.0,554.0,552.0,532.0
TR017,Law and Business,Trinity College Dublin,,,,602.0,,602.0,576.0
TR020,Law and Political Science,Trinity College Dublin,,,,602.0,,601.0,567.0
TR029,Political Science and Geography,Trinity College Dublin,,,,526.0,520.0,510.0,477.0
TR082,Computer Science and Business,Trinity College Dublin,,,,555.0,,555.0,510.0
TR083,Sociology and Social Policy,Trinity College Dublin,,,,498.0,487.0,478.0,451.0
TR452,History/Sociology,Trinity College Dublin,,,,529.0,,529.0,
TR755,Sociology/Drama Studies,Trinity College Dublin,,,,498.0,,,
TR801,Dental Nursing,Trinity College Dublin,,,,436.0,419.0,367.0,
TR802,Dental Hygiene,Trinity College Dublin,,,,543.0,511.0,,
TR803,Dental Technology,Trinity College Dublin,,,,531.0,486.0,,
TU601,Electronic Engineering,Technological University Dublin,,,,232.0,,230.0,
TU602,Computer Engineering,Technological University Dublin,,,,223.0,,223.0,
TU603,Mechanical Engineering,Technological University Dublin,,,,197.0,197.0,197.0,
TU641,Bar and Restaurant Management,Technological University Dublin,,,,223.0,,223.0,
TU642,Culinary Arts,Technological University Dublin,,,,153.0,,153.0,
TU643,Culinary Arts (Professional Cookery Practice),Technological University Dublin,,,,236.0,,236.0,
TU644,Food Management and Entrepreneurship,Technological University Dublin,,,,223.0,,223.0,
TU645,Food Science and Management,Technological University Dublin,,,,241.0,,243.0,
TU651,Applied Biology,Technological University Dublin,,,,205.0,196.0,196.0,
TU652,Computing,Technological University Dublin,,,,194.0,,194.0,
TU653,Computing (Information Technology),Technological University Dublin,,,,245.0,,245.0,
TU654,Pharmacy Technician Studies,Technological University Dublin,,,,321.0,,321.0,
TU655,Computing (Networking Technologies) Learn and Work,Technological University Dublin,,,,410.0,335.0,335.0,
TU671,Business,Technological University Dublin,,,,226.0,,228.0,
TU672,Business (Common entry),Technological University Dublin,,,,180.0,179.0,179.0,
TU673,Business Management,Technological University Dublin,,,,300.0,,300.0,
TU674,Business Studies,Technological University Dublin,,,,300.0,,306.0,
TU675,Marketing,Technological University Dublin,,,,301.0,,301.0,
TU676,Retail Management and Marketing,Technological University Dublin,,,,290.0,,290.0,
TU701,Automation Engineering,Technological University Dublin,,,,260.0,,261.0,
TU702,Biomedical Design,Technological University Dublin,,,,232.0,232.0,232.0,
TU703,Building Engineering,Technological University Dublin,,,,260.0,,260.0,
TU704,Civil Engineering,Technological University Dublin,,,,262.0,,262.0,
TU705,Electrical and Control Engineering,Technological University Dublin,,,,243.0,,243.0,
TU706,Electrical Services Engineering,Technological University Dublin,,,,244.0,,244.0,
TU707,Electronic Engineering,Technological University Dublin,,,,224.0,224.0,224.0,
TU708,Engineering (Common Entry with Award options),Technological University Dublin,,,,225.0,,225.0,
TU709,Engineering (General Entry),Technological University Dublin,,,,370.0,,370.0,
TU710,Engineering Reliability Management,Technological University Dublin,,,,244.0,,244.0,
TU711,Mechatronic Engineering,Technological University Dublin,,,,223.0,,223.0,
TU712,Sustainable Energy and Environmental Engineering,Technological University Dublin,,,,180.0,180.0,180.0,
TU713,Computer Engineering,Technological University Dublin,,,,221.0,,221.0,
TU714,Electronics and Communications Engineering,Technological University Dublin,,,,264.0,,264.0,
TU715,Engineering Software,Technological University Dublin,,,,181.0,181.0,181.0,
TU716,Networking Technology,Technological University Dublin,,,,241.0,,241.0,
TU717,Mechanical Engineering,Technological University Dublin,,,,300.0,,300.0,
TU718,Mechanical Engineering,Technological University Dublin,,,,198.0,198.0,198.0,
TU719,"Design,Technology and Innovation",Technological University Dublin,,,,228.0,,228.0,
TU720,Automotive Management and Technology,Technological University Dublin,,,,232.0,,232.0,
TU721,Aviation Technology,Technological University Dublin,,,,350.0,,352.0,
TU722,Process Instrumentation and Automation Learn and Work,Technological University Dublin,,,,292.0,292.0,401.0,
TU731,"Auctioneering, Valuation and Estate Agency",Technological University Dublin,,,,290.0,,290.0,
TU732,Timber Product Technology,Technological University Dublin,,,,253.0,198.0,198.0,
TU735,Sports Management and Coaching,Technological University Dublin,,,,270.0,,270.0,
TU736,Sports Science and Health,Technological University Dublin,,,,410.0,391.0,391.0,
TU741,Baking and Pastry Arts Management,Technological University Dublin,,,,234.0,,238.0,
TU742,Culinary Arts,Technological University Dublin,,,,155.0,155.0,155.0,
TU745,Hospitality Management,Technological University Dublin,,,,245.0,,245.0,
TU746,International Hospitality and Tourism Management,Technological University Dublin,,,,170.0,170.0,170.0,
TU747,Tourism Management,Technological University Dublin,,,,242.0,,242.0,
TU751,Biosciences,Technological University Dublin,,,,407.0,,407.0,
TU752,DNA and Forensic Analysis,Technological University Dublin,,,,390.0,,390.0,
TU754,Industrial and Environmental Physics,Technological University Dublin,,,,270.0,,270.0,
TU755,Science (General Entry),Technological University Dublin,,,,361.0,,361.0,
TU756,Computing,Technological University Dublin,,,,200.0,195.0,195.0,
TU757,Computing (Information Technology),Technological University Dublin,,,,225.0,,225.0,
TU758,Digital Forensics and Cyber Security,Technological University Dublin,,,,220.0,,220.0,
TU759,Information Technology Management,Technological University Dublin,,,,211.0,,211.0,
TU760,Bioanalysis,Technological University Dublin,,,,204.0,204.0,204.0,
TU761,Ophthalmic Dispensing,Technological University Dublin,,,,302.0,,319.0,
TU762,Medicinal Chemistry and Pharmaceutical Sciences,Technological University Dublin,,,,364.0,,364.0,
TU763,Pharmaceutical Science,Technological University Dublin,,,,382.0,349.0,349.0,
TU771,Business,Technological University Dublin,,,,224.0,,224.0,
TU772,Business (Common Entry with Award options),Technological University Dublin,,,,,227.0,,
TU774,Management,Technological University Dublin,,,,195.0,209.0,195.0,
TU775,Accounting and Finance,Technological University Dublin,,,,260.0,,260.0,
TU776,Accounting and Finance,Technological University Dublin,,,,182.0,175.0,175.0,
TU777,Business and Information Technology,Technological University Dublin,,,,244.0,,244.0,
TU778,International Business,Technological University Dublin,,,,224.0,,226.0,
TU779,International Business,Technological University Dublin,,,,180.0,180.0,180.0,
TU780,Advertising and Marketing Communications,Technological University Dublin,,,,179.0,179.0,179.0,
TU781,Digital Marketing,Technological University Dublin,,,,220.0,,220.0,
TU782,Digital Marketing,Technological University Dublin,,,,179.0,179.0,179.0,
TU783,Marketing,Technological University Dublin,,,,189.0,189.0,189.0,
TU791,Applied Social Studies in Social Care,Technological University Dublin,,,,320.0,,320.0,
TU792,Community and Youth Development,Technological University Dublin,,,,101.0,250.0,101.0,
TU793,Early Childhood Care and Education,Technological University Dublin,,,,220.0,,220.0,
TU794,Early Childhood Care and Education,Technological University Dublin,,,,390.0,250.0,230.0,
TU795,Visual Merchandising and Display,Technological University Dublin,,,,481.0,,481.0,
TU796,Creative Digital Media,Technological University Dublin,,,,225.0,,225.0,
TU803,Electronic Engineering,Technological University Dublin,,,,243.0,243.0,243.0,
TU806,Sustainable Energy Engineering,Technological University Dublin,,,,262.0,,262.0,
TU808,Engineering Software,Technological University Dublin,,,,260.0,260.0,260.0,
TU809,Mechanical Engineering,Technological University Dublin,,,,235.0,,235.0,
TU813,Automation Engineering,Technological University Dublin,,,,218.0,218.0,218.0,
TU873,Industrial Mathematics,Technological University Dublin,,,,250.0,250.0,250.0,
TU901,Business,Technological University Dublin,,,,270.0,,270.0,
TU908,Management,Technological University Dublin,,,,262.0,253.0,253.0,
TU909,Accounting and Finance,Technological University Dublin,,,,285.0,,285.0,
TU911,Accounting and Finance,Technological University Dublin,,,,209.0,192.0,192.0,
TU913,Business and Information Technology,Technological University Dublin,,,,252.0,,252.0,
TU915,International Business,Technological University Dublin,,,,252.0,,252.0,
TU916,International Business,Technological University Dublin,,,,235.0,235.0,235.0,
TU923,Marketing Management,Technological University Dublin,,,,228.0,276.0,228.0,
TU966,Languages and English Studies,Technological University Dublin,,,,366.0,,434.0,
TU971,Contemporary Visual Culture,Technological University Dublin,,,,290.0,,290.0,
TU972,Creative and Cultural Industries,Technological University Dublin,,,,281.0,,281.0,
TU986,Print Media Technology and Management,Technological University Dublin,,,,289.0,,289.0,
TU993,Early Childhood Care and Education,Technological University Dublin,,,,270.0,,270.0,
TU994,Early Childhood Care and Education,Technological University Dublin,,,,321.0,251.0,230.0,
WD003,Business,Waterford Institute of Technology,,,,,171.0,,
WD010,Electronic Engineering,Waterford Institute of Technology,,,,181.0,,181.0,
WD011,Mechanical Engineering,Waterford Institute of Technology,,,,198.0,,198.0,
WD013,Legal Studies,Waterford Institute of Technology,,,,177.0,,177.0,
WD018,Applied Social Care,Waterford Institute of Technology,,,,171.0,,171.0,
WD019,Recreation and Sport Management,Waterford Institute of Technology,,,,174.0,,174.0,
WD076,Forestry,Waterford Institute of Technology,,,,243.0,,243.0,
WD094,Architectural Technology,Waterford Institute of Technology,,,,166.0,150.0,150.0,
WD096,Horticulture (Waterford - Kildalton),Waterford Institute of Technology,,,,260.0,,260.0,
WD097,Horticulture (Dublin - National Botanic Gardens),Waterford Institute of Technology,,,,,,,
WD126,Agriculture,Waterford Institute of Technology,,,,327.0,,327.0,
WD139,Civil Engineering,Waterford Institute of Technology,,,,206.0,,206.0,
WD149,Early Childhood Studies,Waterford Institute of Technology,,,,271.0,,271.0,288.0
WD151,Software Systems Development,Waterford Institute of Technology,,,,,,,
WD153,Multimedia Applications Development,Waterford Institute of Technology,,,,163.0,,163.0,
WD155,Information Technology,Waterford Institute of Technology,,,,211.0,,211.0,
WD159,Business,Waterford Institute of Technology,,,,195.0,,195.0,
WD164,Food Science with Business,Waterford Institute of Technology,,,,309.0,,309.0,
